Customer_ID,Name,Account_Number,Account_Type,Loan_Type,Loan_Amount,Outstanding_Amount,EMI_Amount,Due_Date,Payment_Status,Collection_Agent,Last_Payment_Date,Payment_Delay_Days,Region,Contact_Number,Email,Customer_Score,Risk_Level
CUST00266,Kenneth Mcclure,D10818B6-7C4,Savings,Home Loan,417396,192793.99,3267.69,2023-06-17,Partially Paid,Justin Brown,2023-01-23,29,South,+1-685-701-8438,johnjarvis@hotmail.com,491,High
CUST00267,Nicholas Hines,0CAE6924-62C,Current,Car Loan,232768,179723.15,4608.29,2024-11-08,Paid,Casey Wade,2024-01-21,0,East,448.595.4431,lewismartha@hotmail.com,805,Low
CUST00268,Joseph Walton,B1B0443C-888,Current,Home Loan,261142,89793.86,1995.42,2023-11-29,Partially Paid,Bryan Carroll,2023-07-05,39,North,+1-128-005-8204x1789,lnelson@rios.com,582,Medium
CUST00269,Juan Owens,1C9C5C19-943,Current,Home Loan,78815,74124.43,2003.36,2025-01-03,Partially Paid,Lee Mckinney,2024-05-16,36,West,+1-388-576-0815x90479,williamchavez@moreno.info,575,Medium
CUST00270,Adam Shepard,A8EE92C8-3DF,Credit,Car Loan,470174,203313.22,3630.59,2023-04-23,Paid,Cody Lewis,2023-01-10,0,North,011.668.8103x2438,ashley35@gmail.com,362,High
CUST00271,Miguel Lee DDS,9252803F-17B,Savings,Car Loan,210545,23329.61,1110.93,2023-07-24,Paid,Samantha Fernandez,2023-02-18,0,East,314.903.0628x804,lisa90@gmail.com,714,Low
CUST00272,Tina Palmer,6AFC581B-60A,Savings,Home Loan,201243,71503.45,4468.97,2023-12-28,Partially Paid,Alexander Hodge,2023-06-06,86,East,777.697.2146,annduran@yahoo.com,560,Medium
CUST00273,Jeffrey Fleming,25DE8C62-870,Current,Personal Loan,299404,69244.56,2233.7,2024-11-08,Partially Paid,Sean Fritz,2023-02-18,25,West,5685852032,brownveronica@phillips-doyle.com,427,High
CUST00274,Cindy Sanchez,937E6166-565,Current,Car Loan,116651,86083.62,2265.36,2025-01-02,Partially Paid,Melissa Blevins,2024-01-02,77,North,(389)293-1453,matthew96@gmail.com,589,Medium
CUST00275,Jessica Simpson,8F19A644-B53,Savings,Home Loan,400846,30259.9,864.57,2024-11-27,Partially Paid,William Haley,2023-10-16,4,East,+1-671-518-2280,kim95@gmail.com,470,High
CUST00276,Alexis Horne,6DB901AB-A82,Credit,Car Loan,149575,94455.72,3632.91,2023-03-02,Paid,Julie Harrell,2023-02-04,0,South,719-141-6021,ericlang@yahoo.com,583,Medium
CUST00277,Dr. Cassandra Howell,9E35166E-A1B,Savings,Home Loan,210710,79588.48,2567.37,2024-12-26,Missed,Katherine Gibson DVM,,41,West,(244)998-0460,huertatimothy@yahoo.com,826,Low
CUST00278,Samantha Lee,3AE57CA1-F37,Credit,Personal Loan,17212,2608.22,217.35,2023-08-23,Missed,Melissa Perry,,39,South,185-326-0620x25728,lbrady@hotmail.com,510,Medium
CUST00279,Kathryn Boone,F0EE917C-4C7,Credit,Car Loan,188899,130094.33,4646.23,2023-09-13,Paid,Jennifer Sosa,2023-02-12,0,North,(521)754-3156x8788,gainesgabriel@yahoo.com,786,Low
CUST00280,Renee Bryan,4747EA9D-174,Savings,Home Loan,383642,287966.23,9598.87,2024-09-01,Partially Paid,Anna Reynolds,2023-08-26,33,West,173.908.6096x34656,pgonzalez@gmail.com,715,Low
CUST00281,Zachary Jones,EF6AF098-6D6,Credit,Car Loan,399066,57059.95,1630.28,2023-07-15,Paid,Christian Martin,2023-01-13,0,North,434-652-7428x27219,emily97@hotmail.com,676,Medium
CUST00282,Benjamin Carlson,529E09C8-6A0,Credit,Home Loan,280378,53046.15,2947.01,2024-10-09,Partially Paid,James Ortiz,2024-01-17,75,North,+1-931-981-8552x104,wle@gmail.com,554,Medium
CUST00283,Michelle Wolfe,A40DC53A-1B2,Current,Personal Loan,182609,96079.56,2401.99,2023-10-29,Paid,Sherry Rivas,2023-02-18,0,North,1177037782,tinamyers@reed-adams.net,373,High
CUST00284,Beth Warren,9945E069-C61,Savings,Car Loan,443441,94001.93,5222.33,2023-10-14,Partially Paid,Martin Lopez,2023-01-15,84,West,(688)638-9752x6985,jbrown@ellison-townsend.com,818,Low
CUST00285,Julie Santos,70A5F7A1-56D,Credit,Personal Loan,463787,336348.49,19785.21,2024-04-08,Paid,Tracy Garrett,2023-10-20,0,South,001-242-894-4340,sandersdenise@yahoo.com,431,High
CUST00286,Daniel Rice,8D6AC33A-0B6,Savings,Personal Loan,14503,7909.17,219.7,2023-09-25,Partially Paid,Mercedes Washington MD,2023-04-26,49,North,603.553.6328x6693,russellronald@yahoo.com,808,Low
CUST00287,Michael Smith,C3C9DB61-A44,Current,Car Loan,88010,9112.47,759.37,2023-06-30,Partially Paid,Vincent Ibarra,2023-03-08,46,East,+1-813-890-4600x76469,susanburns@yahoo.com,389,High
CUST00288,Keith Henson,FD27DE99-6F2,Savings,Personal Loan,419410,214478.94,13404.93,2023-04-28,Missed,Sergio Howard,,23,East,001-880-801-0969,allison77@gmail.com,831,Low
CUST00289,Emily Lutz,1DFD249C-360,Current,Car Loan,326713,226629.74,16187.84,2023-04-11,Paid,Keith Hamilton,2023-01-25,0,East,256-955-1226x252,wilsondiane@knapp.com,629,Medium
CUST00290,Jerry Rogers,B62596C2-6AA,Savings,Home Loan,365064,110186.21,4080.97,2023-10-15,Partially Paid,Tracy Stewart,2023-07-02,59,East,454-698-5555,roberttaylor@vincent.com,638,Medium
CUST00291,Krystal Reed,70AFB6E8-256,Credit,Car Loan,300514,221006.03,15786.15,2024-07-13,Partially Paid,Leah Lucas,2024-06-18,73,South,005.755.5436,simpsonrachel@hotmail.com,532,Medium
CUST00292,James Sullivan,27236881-325,Credit,Personal Loan,162473,13762.09,983.01,2023-09-02,Partially Paid,Eric Hunt,2023-02-19,11,West,9055560274,millerjennifer@ramirez-rodriguez.com,743,Low
CUST00293,Shari Goodman,FC1B7024-6ED,Credit,Personal Loan,318159,69530.62,1241.62,2023-08-05,Partially Paid,Gina Mejia,2023-05-21,17,East,595.548.2492x5518,hmurray@yahoo.com,714,Low
CUST00294,Lisa Hernandez,163F3448-FE1,Credit,Personal Loan,253602,149417.57,6791.71,2023-03-24,Partially Paid,Anna Herman,2023-02-26,33,North,001-485-675-2304,garciamatthew@hotmail.com,792,Low
CUST00295,Samuel Hansen,40706FB5-D31,Savings,Home Loan,434054,206981.98,5174.55,2023-08-01,Partially Paid,Rhonda Vargas,2023-05-23,43,South,1042704622,imedina@hotmail.com,510,Medium
CUST00296,Eric Meyer,DE005A00-F9D,Savings,Car Loan,16012,14511.89,500.41,2023-02-05,Partially Paid,William Kelly DDS,2023-01-10,89,North,001-090-640-1125,brandy48@gmail.com,724,Low
CUST00297,Dean Morris,8283DF26-776,Savings,Personal Loan,407666,277224.14,4620.4,2024-09-08,Missed,Andrea Fischer,,32,East,061.760.5962x9521,mstephens@gmail.com,615,Medium
CUST00298,Jose Martin,ED68EFF8-473,Current,Personal Loan,107980,17544.81,302.5,2024-09-08,Missed,Andrew Hernandez,,53,North,0731431858,natasha51@hill.net,567,Medium
CUST00299,Mark Solomon,2019F332-DA4,Current,Home Loan,39832,21440.34,382.86,2023-12-26,Missed,Mrs. Diane Farmer,,23,South,672-107-7627,wwall@vargas.info,307,High
CUST00300,Sean Huff,67C5ED86-7F7,Current,Personal Loan,204648,46857.04,807.88,2023-11-29,Missed,Cynthia Brown,,27,North,569-304-4333x9608,silvasheri@yahoo.com,385,High
CUST00301,Elizabeth Brown,425B33F3-A2B,Credit,Car Loan,227569,149280.91,2985.62,2023-10-31,Missed,Katie Hernandez,,83,North,(266)204-0001,jeffreyjones@thornton.com,355,High
CUST00302,Stacy Bean,F4436F6B-D33,Current,Personal Loan,353602,141473.74,3722.99,2024-03-18,Partially Paid,Holly Jordan,2024-01-13,20,South,+1-242-182-1192x8525,dylanedwards@gmail.com,449,High
CUST00303,Kyle Porter,D37FFD9C-4B4,Savings,Personal Loan,440013,191863.84,9136.37,2024-05-09,Partially Paid,Anthony Hernandez,2023-10-31,59,West,(266)519-6386,hilleric@williams-turner.com,538,Medium
CUST00304,Frederick Alvarez,49DFC987-EF5,Current,Home Loan,372362,138947.27,3656.51,2023-12-08,Partially Paid,Gary Blankenship,2023-04-23,11,West,9504285239,garciacorey@gmail.com,556,Medium
CUST00305,Danny Madden,F2D09237-0D2,Savings,Car Loan,186095,157334.99,7492.14,2023-05-23,Partially Paid,Vicki Walker,2023-03-02,69,South,589.038.6577,rmartinez@small.com,798,Low
CUST00306,Rachel Kim,D7D2B1C6-FCE,Savings,Home Loan,302086,241525.89,8945.4,2024-09-07,Partially Paid,Eric Davis,2024-05-27,48,West,549-545-0028,bhill@hotmail.com,560,Medium
CUST00307,James Murphy,1A926B40-E4C,Credit,Car Loan,241693,200354.37,4452.32,2024-05-30,Paid,Jodi Boyd,2023-01-30,0,West,032.457.1178,shawn22@yahoo.com,503,Medium
CUST00308,Kelly Nguyen,D73C21AB-ECF,Credit,Car Loan,120933,92411.72,1711.33,2023-11-11,Paid,Ryan Hansen,2023-06-25,0,North,(284)837-2754x317,mikayla91@yahoo.com,748,Low
CUST00309,Elizabeth Patterson,B0C97FB7-908,Credit,Car Loan,365516,170299.97,3041.07,2023-11-06,Paid,Diamond Martinez,2023-10-20,0,North,(292)161-0241x0577,mwilson@schroeder-smith.com,538,Medium
CUST00310,Jennifer Smith,3ED32F81-047,Savings,Car Loan,407954,166394.88,11885.35,2023-01-13,Missed,Scott Dunlap MD,,74,North,001-215-463-4296,eperkins@ortiz.info,363,High
CUST00311,Scott Hamilton,6A7441B2-E56,Credit,Car Loan,340416,11547.84,320.77,2024-03-30,Paid,Barbara Walsh,2023-05-31,0,South,391-430-0088x6033,greg29@martin.com,688,Medium
CUST00312,Jessica Harrison,180D163A-364,Current,Personal Loan,240887,172024.1,4195.71,2023-01-30,Paid,Jessica Hudson,2023-01-15,0,North,(082)489-3017,carterjames@hotmail.com,332,High
CUST00313,Courtney Tran,2215A856-199,Credit,Home Loan,223852,30719.71,667.82,2024-04-02,Missed,Richard Turner,,90,South,001-688-442-7882x5152,zestrada@ingram-fowler.net,332,High
CUST00314,Olivia Payne,8023EC27-9D6,Savings,Home Loan,478142,20045.7,572.73,2023-04-03,Paid,Michele Clark,2023-01-07,0,South,(222)170-0523,joannewade@roach.com,566,Medium
CUST00315,Karen Turner,3D7ED08F-EB7,Credit,Car Loan,425869,92658.02,4412.29,2023-08-25,Missed,Daniel Vasquez,,33,South,(566)823-0714x60887,brandonjackson@thornton.org,649,Medium
CUST00316,Jennifer Lane,C604542B-66E,Savings,Car Loan,489744,333326.89,7407.26,2024-11-06,Missed,Jeffery Perez,,67,West,+1-446-094-5276x652,marywhite@ryan-welch.biz,768,Low
CUST00317,Jessica Dennis,4287A87A-957,Savings,Personal Loan,196445,12923.99,307.71,2023-06-21,Paid,Shelly Freeman,2023-05-28,0,West,527-432-6751x47147,dawnjohnson@guzman-lamb.com,669,Medium
CUST00318,Michael Davis,CB074EE7-DC2,Savings,Home Loan,251890,114426.42,2434.6,2024-10-24,Paid,Virginia Thompson,2023-11-19,0,South,688-550-4654x4163,othompson@chandler.com,598,Medium
CUST00319,Courtney Nelson,C349530B-4B2,Current,Personal Loan,262912,19621.42,1090.08,2023-05-13,Paid,Zachary Burch,2023-01-16,0,West,357.344.3463x443,vanessatran@becker.info,749,Low
CUST00320,Gavin Keller,CB9EF260-256,Current,Home Loan,54101,39480.77,669.17,2023-06-05,Paid,Michael Flynn,2023-06-04,0,North,(074)748-7725x7430,tammyparker@flores.com,596,Medium
CUST00321,David Fuentes,39CF0E3D-0BB,Credit,Home Loan,379516,366040.88,21531.82,2024-01-14,Partially Paid,Taylor Schwartz,2023-05-28,14,East,499-968-8348x753,robert12@yahoo.com,607,Medium
CUST00322,Steven Miller,045FCCD9-EDA,Savings,Car Loan,116583,13742.36,352.37,2023-04-10,Paid,James Avila,2023-03-23,0,West,+1-631-304-6092x4432,eric98@yahoo.com,792,Low
CUST00323,Paige Trujillo,F430F8A1-839,Current,Home Loan,135459,98698.28,3796.09,2024-11-29,Partially Paid,Vickie Gonzalez,2024-06-25,22,South,(917)915-6222,waterskim@wilkerson.com,338,High
CUST00324,Mary Scott,744908D2-F16,Credit,Home Loan,492191,233187.56,4239.77,2024-04-25,Partially Paid,Johnny Browning,2023-09-14,68,West,001-784-962-8494x350,mcdanieljennifer@howard-riley.com,670,Medium
CUST00325,Jordan Dunlap,94BCD348-AEE,Savings,Home Loan,105330,86827.6,1471.65,2023-11-03,Paid,Natalie Cook,2023-02-01,0,North,992.839.9840x405,xjackson@hotmail.com,811,Low
CUST00326,Mr. Albert Miller,0824ECDE-F6D,Savings,Car Loan,96976,82155.9,1825.69,2023-06-22,Paid,Beth Allen,2023-04-09,0,West,676-171-4632,abigailburns@hotmail.com,369,High
CUST00327,Elizabeth Lindsey,102FA0EA-311,Savings,Personal Loan,282065,66207.63,1249.2,2023-03-21,Paid,Patrick Atkinson,2023-02-04,0,West,001-560-812-1381,kristinblackburn@hotmail.com,759,Low
CUST00328,Jennifer Barker,E76BE229-11B,Current,Personal Loan,58770,58044.05,1349.86,2024-06-16,Missed,Robert Ayala DVM,,4,West,001-218-411-0914x03169,carlsonlynn@moore.com,639,Medium
CUST00329,Marc Johnson,E97A25D5-4CB,Credit,Car Loan,247355,74200.19,2318.76,2023-04-16,Paid,Patrick Chen,2023-02-01,0,East,888.444.4303x57514,rachelmiles@chambers.com,654,Medium
CUST00330,Tracy Pratt,5069387C-D32,Savings,Home Loan,497989,469155.26,11442.81,2024-11-14,Paid,Joshua Little,2023-01-29,0,West,658-690-7532x78605,zmoreno@gmail.com,558,Medium
CUST00331,Lauren Rojas,EBB47ECF-F93,Credit,Car Loan,208206,137321.6,3269.56,2023-06-07,Paid,David Smith,2023-05-18,0,East,327-088-4950,cooperjonathan@hotmail.com,341,High
CUST00332,Stephen Gill,59FB78F0-F7F,Credit,Car Loan,425402,314012.72,5709.32,2024-09-13,Partially Paid,Terry Robinson,2023-11-07,15,North,061.283.6116,laracameron@robinson.com,326,High
CUST00333,Sarah Luna,39C591E1-FCF,Current,Home Loan,485583,179598.92,4854.02,2023-04-20,Partially Paid,Dr. Brian Crawford,2023-04-14,51,North,287.830.9142,mariah48@fox.com,387,High
CUST00334,Michael Hayes,F3E11524-41A,Credit,Home Loan,23956,18658.42,1554.87,2023-05-22,Missed,Linda King,,71,North,284.495.1038,williamgonzalez@medina.org,642,Medium
CUST00335,Candace Fischer,567AF1E9-4F5,Current,Home Loan,183173,69779.66,1993.7,2023-04-21,Paid,Jeffrey Bishop,2023-03-06,0,West,188.435.7164x6253,nobledevin@byrd.com,697,Medium
CUST00336,Emily Henderson,14E40460-29F,Credit,Car Loan,76012,14904.11,465.75,2024-08-02,Missed,Christina Yates,,4,West,0288735240,juliepeterson@gmail.com,491,High
CUST00337,Michelle Ramsey,C31C3B4C-C2D,Savings,Car Loan,139917,106436.21,2217.42,2024-01-25,Partially Paid,Anthony Rios,2023-11-03,13,South,553-892-8591x029,agarcia@pollard.com,724,Low
CUST00338,Gabriela Cameron,CD73E1CE-181,Current,Home Loan,124169,107861.64,1859.68,2023-01-30,Paid,Jared Gibson,2023-01-10,0,East,591-883-0726,fguzman@gmail.com,494,High
CUST00339,Steven Baldwin,3A02CCD1-4EC,Credit,Car Loan,44644,40486.37,736.12,2024-11-16,Paid,Kevin Good,2023-09-16,0,North,001-195-764-7409x60788,beckerelizabeth@dawson.com,607,Medium
CUST00340,Justin Page,9F7D1E10-F7C,Credit,Home Loan,379263,228655.05,4011.49,2023-12-15,Partially Paid,John Fuller,2023-12-14,52,East,001-435-396-9213,holderdonna@white.info,704,Low
CUST00341,Daniel Martinez MD,113FF8C4-CF8,Current,Car Loan,84542,22835.0,422.87,2024-08-14,Partially Paid,Roger Johnson,2024-04-29,45,North,(308)578-5003,brian18@rodriguez.com,503,Medium
CUST00342,Amanda Ferguson DDS,3111BBE7-985,Current,Car Loan,226461,173953.09,2948.36,2023-09-19,Partially Paid,Jimmy Carpenter,2023-05-27,57,East,556-256-5850,williammitchell@hotmail.com,419,High
CUST00343,Brandy Welch,8DAFCB41-758,Credit,Home Loan,212179,12752.48,797.03,2024-12-08,Missed,Tammy Ayala,,44,North,613-795-4425x1679,meghan20@hardy.net,648,Medium
CUST00344,William Gutierrez,6E7ED582-BBE,Current,Car Loan,113511,77761.37,1690.46,2023-04-08,Missed,Joseph White,,12,East,(904)688-5004x59381,jmurphy@yahoo.com,729,Low
CUST00345,Amy Edwards,C7659684-21A,Savings,Home Loan,407670,301331.65,8609.48,2024-07-14,Partially Paid,Amanda Hester,2023-06-14,45,North,(190)602-7794x402,riverastephen@campos-woods.com,728,Low
CUST00346,Christian Tate,77AB6C60-7F5,Savings,Personal Loan,118141,101132.96,3745.67,2024-06-27,Partially Paid,Elizabeth Smith,2023-04-01,60,West,+1-700-135-1269x84792,nknight@yahoo.com,615,Medium
CUST00347,Kayla Williams,D383A0FA-311,Current,Personal Loan,44148,14212.24,710.61,2023-03-18,Paid,Eric Hudson,2023-01-27,0,North,761-022-5704,holdenjacqueline@yahoo.com,689,Medium
CUST00348,Heather Jefferson DDS,CF30B2A7-71F,Savings,Home Loan,298441,263813.84,5276.28,2024-05-15,Partially Paid,Victoria Taylor,2023-03-31,83,North,001-462-759-1985x83413,amiller@gmail.com,591,Medium
CUST00349,Sandra Alexander,2FF16BD1-B5D,Credit,Personal Loan,84902,59452.21,1080.95,2023-10-24,Paid,Cody Gordon,2023-08-02,0,North,456.481.5946x39434,matthew32@hale-rivera.com,618,Medium
CUST00350,Jason Luna,458CB905-201,Savings,Personal Loan,404735,329638.09,21975.87,2024-03-07,Missed,Gina Williams,,49,East,362-903-5656x85169,jessicahenry@robinson-nguyen.com,394,High
CUST00351,Jennifer Price,EFC615E5-5DD,Current,Home Loan,260879,157890.64,13157.55,2023-08-19,Paid,Justin Brown,2023-06-30,0,East,(033)234-1691x5533,donald94@gmail.com,831,Low
CUST00352,Austin Reese,24C773AC-274,Savings,Personal Loan,35004,964.07,18.19,2024-04-04,Partially Paid,Victoria Whitehead,2023-12-31,77,North,7675703685,mcdonaldtracy@weeks.org,597,Medium
CUST00353,Mindy Patel,C4E68A4A-776,Current,Car Loan,66103,4455.0,171.35,2024-04-15,Paid,Elizabeth Pratt,2023-10-02,0,South,0115643392,margaretparker@white.com,475,High
CUST00354,William Clark,18B49A5D-6D6,Savings,Personal Loan,409460,364214.41,7141.46,2023-09-27,Paid,Tammy Wilson,2023-05-08,0,North,608-951-3377x8094,nunezjeremy@wilson.com,690,Medium
CUST00355,Donald Ballard,C1F87011-9DC,Credit,Car Loan,215996,4777.22,136.49,2023-08-28,Paid,Theresa Sanchez,2023-01-12,0,North,8088978703,ucrawford@brooks.biz,423,High
CUST00356,Phillip Vargas,F8D120B1-42C,Savings,Personal Loan,127422,36343.23,1580.14,2024-12-16,Paid,Michael Dougherty,2024-05-09,0,North,+1-425-572-7138x61020,melinda09@mitchell-hodges.info,382,High
CUST00357,Mrs. Kristi Vargas,C76141C6-F9F,Credit,Home Loan,395527,255073.98,11594.27,2023-03-26,Missed,Teresa Lewis,,53,South,+1-307-038-7698x811,bking@noble.org,436,High
CUST00358,Lisa Cox,271FC13F-399,Credit,Home Loan,340058,44215.93,1105.4,2025-01-02,Paid,Debra Evans,2023-04-26,0,South,622-539-9095x0979,christopher60@gmail.com,366,High
CUST00359,Colleen Moore,69833AEC-680,Savings,Personal Loan,445364,52205.94,1273.32,2024-04-01,Partially Paid,Brandon Myers,2023-06-26,74,South,510-725-3056x180,iortiz@hotmail.com,467,High
CUST00360,Jeffrey Neal,6BC9877B-80C,Savings,Personal Loan,467495,226226.31,6463.61,2023-05-05,Partially Paid,John Bray,2023-03-26,40,North,001-119-524-6407x013,robertsonsara@brown.net,524,Medium
CUST00361,Brooke Torres,33603A97-74B,Savings,Home Loan,53980,16712.9,696.37,2024-11-12,Missed,Mr. Thomas Henderson,,8,West,920-323-6268x05334,john65@tanner.com,802,Low
CUST00362,Nicole Jackson,80B0F913-822,Savings,Home Loan,304304,229899.02,5224.98,2023-02-06,Missed,Sandra Garner,,59,South,519-811-1977,garyford@gmail.com,825,Low
CUST00363,Victoria Miller,6B7EAD12-1CC,Savings,Personal Loan,385686,227650.67,17511.59,2023-09-03,Paid,Nathaniel Weber,2023-01-17,0,South,814-956-3699x9841,chaneymichael@gray.com,440,High
CUST00364,James Smith,8D7585D3-A95,Credit,Car Loan,52815,4.0,0.07,2024-10-16,Partially Paid,Miguel Kemp,2023-05-14,30,South,317-791-9734x3681,usmith@meadows.com,576,Medium
CUST00365,David Michael,E0B486E2-410,Current,Personal Loan,111195,44767.37,2238.37,2024-08-06,Partially Paid,Daniel Escobar,2024-06-03,84,South,3573672086,benjaminwest@hotmail.com,381,High
CUST00366,Joseph Gordon,DCE04392-411,Savings,Home Loan,492613,313392.25,6026.77,2024-10-06,Missed,Chloe White,,19,West,(401)875-0525,victoria32@gmail.com,553,Medium
CUST00367,Adam Ray,33ED767E-541,Current,Car Loan,182676,98335.07,6145.94,2024-07-09,Missed,Robert Thompson,,88,East,(248)214-9104x1143,patricia42@yahoo.com,700,Medium
CUST00368,Scott Smith PhD,0FA3155D-315,Credit,Car Loan,485478,6802.85,272.11,2023-06-17,Missed,Lisa Olson,,19,West,+1-193-124-4258,kcaldwell@burns-perry.com,622,Medium
CUST00369,Jamie Silva,B8A0DBC8-4A0,Credit,Personal Loan,99764,66613.83,1850.38,2023-07-16,Paid,Linda Moore,2023-01-12,0,East,(063)421-8676x365,kclark@black-mcguire.com,679,Medium
CUST00370,Thomas Stephens,AFFD9064-7D1,Savings,Home Loan,407812,118930.65,2585.45,2024-01-01,Missed,Paul Lewis,,60,East,549-444-7394x2836,marksanchez@hotmail.com,537,Medium
CUST00371,Richard Hansen,12AF5B5F-F7B,Current,Home Loan,169789,39065.24,2297.96,2023-05-25,Missed,Mckenzie Dixon,,11,East,001-598-088-1501,frank09@gmail.com,590,Medium
CUST00372,James Mckenzie,818F9137-8B9,Savings,Home Loan,228491,168212.46,3115.05,2023-04-08,Missed,James Watkins,,54,North,156.098.7153,samuel70@frey.net,674,Medium
CUST00373,Daniel Palmer,96827CEC-45D,Savings,Car Loan,484059,33866.83,2419.06,2023-12-12,Missed,Margaret Nguyen,,74,West,859.656.2957,melissa49@roy.com,469,High
CUST00374,Linda Adkins,3CAB4CEA-7E8,Credit,Personal Loan,269715,261407.65,9681.76,2024-04-04,Paid,Gina Martin,2023-02-03,0,South,001-196-301-0646x320,fclarke@black.com,763,Low
CUST00375,Kevin Alvarez,B792C967-7AF,Credit,Personal Loan,45165,16491.95,279.52,2023-12-20,Missed,Mr. Jordan Rivera,,66,West,(270)585-2501,campbellrenee@mcknight.biz,364,High
CUST00376,Amber Espinoza,FEA233DA-292,Savings,Car Loan,468817,296116.21,14805.81,2024-03-10,Paid,Martin Miller,2024-02-14,0,East,+1-548-597-5957x210,rsalinas@barnes.com,767,Low
CUST00377,Logan Johnson,E6436C62-381,Credit,Personal Loan,479727,64689.66,1096.43,2023-02-25,Missed,Melissa Compton,,51,East,460.192.7462,robert22@williams.info,773,Low
CUST00378,Trevor Lowe,8F84EB7B-34C,Savings,Home Loan,352003,212162.4,6240.07,2023-08-03,Missed,Tracey Smith,,79,South,001-158-004-1664x9083,thomas14@montgomery.com,762,Low
CUST00379,Brandon Rosario,734E9685-553,Savings,Personal Loan,449491,248849.03,5294.66,2023-12-31,Partially Paid,Marisa Shaw,2023-12-15,40,East,6977259294,alexander29@yahoo.com,705,Low
CUST00380,Melanie Perez,80C7B7D3-867,Current,Personal Loan,296251,148743.21,3627.88,2023-11-02,Paid,Alexis Hodges,2023-01-18,0,West,9960970970,tracyjones@davis.com,465,High
CUST00381,Anna Mccoy,F9908469-B6E,Savings,Home Loan,228784,124860.98,4162.03,2024-06-02,Partially Paid,Scott Smith,2023-02-14,87,North,2090686457,kathykelley@garcia.com,606,Medium
CUST00382,William Weaver,4F0F1929-879,Credit,Personal Loan,9992,2910.46,207.89,2024-04-10,Partially Paid,Joel Hughes,2023-01-17,40,North,274-589-3582x744,jillgood@jordan-cochran.com,651,Medium
CUST00383,Robert Carlson,09BDA14F-B5E,Current,Home Loan,139488,17832.76,524.49,2023-04-08,Partially Paid,Michelle White,2023-02-01,62,East,001-053-506-7003,vstevens@gmail.com,670,Medium
CUST00384,Briana Brooks,492684C2-C45,Savings,Car Loan,300524,259417.43,12970.87,2023-03-13,Missed,Virginia Cole,,35,North,+1-620-397-4807x69494,kaguilar@levine-mills.com,450,High
CUST00385,Cory Campbell,873B72FF-940,Credit,Personal Loan,117937,113427.55,2062.32,2024-07-13,Missed,Jon Turner,,37,North,(364)503-8003,carrlisa@johnson.com,707,Low
CUST00386,John Cooper,8EF5AEF7-1E9,Credit,Home Loan,269127,232419.77,7747.33,2024-07-05,Partially Paid,Steve Webster,2023-10-27,43,West,1431744113,marciaheath@gmail.com,671,Medium
CUST00387,Brian Boyd,169EFEEC-C85,Credit,Home Loan,199698,18441.51,737.66,2023-08-23,Partially Paid,James Davis,2023-04-12,82,South,087-375-7632x553,hullwhitney@yahoo.com,432,High
CUST00388,Kelly Ware,11F6AAEB-F03,Savings,Car Loan,498077,52002.42,1405.47,2024-07-06,Missed,Stacy Lewis,,82,West,191.995.7407,lisa06@washington.com,421,High
CUST00389,Kathryn Gray,FBD16E0E-555,Savings,Car Loan,497731,72054.63,1637.61,2023-09-01,Paid,Kyle Simon,2023-07-19,0,South,(841)748-9802,susan17@yahoo.com,322,High
CUST00390,Sarah Willis,ACA6FC41-016,Credit,Car Loan,285116,158610.56,3050.2,2023-08-23,Partially Paid,Robert Schneider,2023-03-07,18,East,001-647-075-5845x61321,garzalydia@gmail.com,794,Low
CUST00391,Lindsey Taylor,3547B95F-D36,Credit,Car Loan,495063,114613.46,4093.34,2023-10-05,Missed,Valerie Holmes,,64,South,988.119.9354x663,joshuaharrington@marshall.com,724,Low
CUST00392,Mary White,D19D05DF-ED9,Savings,Car Loan,499362,203384.31,8135.37,2024-12-04,Missed,Christina Gamble,,51,South,142.990.2456,bjarvis@yahoo.com,693,Medium
CUST00393,Hannah Soto DDS,CB554674-5E3,Savings,Home Loan,354660,9068.39,348.78,2024-06-15,Missed,Sara Wilcox,,89,West,+1-118-094-3346x775,james70@yahoo.com,606,Medium
CUST00394,Cathy Thompson,658E5688-76E,Savings,Personal Loan,264215,244506.62,5556.97,2023-12-19,Paid,Gabriela Flynn,2023-10-22,0,South,001-411-718-8190x636,gortiz@hotmail.com,723,Low
CUST00395,Lori Murphy,2E1009A8-392,Savings,Home Loan,416154,412625.12,9169.45,2023-07-03,Missed,Jessica Ferguson,,20,West,+1-540-106-4520x5653,michael57@gmail.com,558,Medium
CUST00396,Kayla Jackson,AE00EF5B-31E,Credit,Home Loan,375967,150460.42,3669.77,2023-08-04,Partially Paid,Robert Suarez,2023-02-23,64,East,8479816895,oray@gmail.com,850,Low
CUST00397,Kathy Wallace,FB043D06-C83,Current,Personal Loan,257172,134662.48,6733.12,2024-09-14,Partially Paid,Dr. Dawn Brown,2023-08-12,12,South,(610)126-3210x931,lindamoreno@chapman-robertson.org,469,High
CUST00398,Christina Dudley,2A021F46-005,Current,Car Loan,196822,160543.09,6421.72,2024-01-25,Partially Paid,Lindsey Forbes,2023-06-21,2,South,451-323-4250x485,pjacobson@yahoo.com,720,Low
CUST00399,Christina Andrews,9EB59F62-2A8,Credit,Car Loan,127195,105532.51,3517.75,2023-02-25,Paid,John Miller,2023-02-08,0,West,+1-133-149-1836x50301,dawnwarren@gmail.com,751,Low
